,Bulk modulus,elastic compliance,dielectric tensor,s/e,kv/e,inv(kv)/e,labels,task_id,space_groups,point_groups,crystal_structure
419,0.7333333333333340,16.850000000000000,23.727993333235300,0.08024086889779500,0.0034921842052452800,0.0574695189974765,TiCdO3,mp-13641,R-3,-3,trigonal
711,0.8483630246076640,6.632529743641500,20.69533333333330,0.036212917039849600,0.00463197317120901,0.0569568342282724,RuS2,mp-2030,Pa-3,m-3,cubic
618,1.4000000000000000,35.050000000000000,12.63175533340180,0.31353140342487700,0.012523365614688400,0.0565468294336693,CdCN2,mp-10969,R-3m,-3m,trigonal
811,1.1666666666666700,14.15,15.167506333349100,0.10541416771863900,0.00869139192026467,0.0565117850162513,CsAlO2,mp-14069,Fd-3m,m-3m,cubic
833,2.1635832939636700,20.67500958891440,8.201333333340110,0.2848511553708690,0.029808895535270300,0.0563562279342196,K2LiAlF6,mp-9839,Fm-3m,m-3m,cubic
469,0.6000000000000000,7.0333333333333300,29.69266266660520,0.026765094772519900,0.002283278227039610,0.0561305897480571,LaAlO3,mp-2920,R-3c,-3m,trigonal
344,2.788888888888890,36.300000000000000,6.461700333319010,0.6347702158368940,0.04876869426846050,0.055490926312830,Rb2MgF4,mp-8861,I4/mmm,4/mmm,tetragonal
609,2.1555555555555600,129.1666666666670,8.497263000011910,1.717624084147330,0.02866400622146940,0.054596112392019,PtPbF6,mp-20458,R-3m,-3m,trigonal
668,0.6707978254405430,8.487942426740550,27.331939963166200,0.03509043050135520,0.002773179092252700,0.05454285862561,LuGaO3,mp-755342,P6_3/mmc,6/mmm,hexagonal
194,1.0666666666666700,11.316666666666700,17.190381333333300,0.07438574936577700,0.0070113224733574800,0.0545363120120042,Ca3CdO4,mp-755287,Cmmm,mmm,orthorhombic
153,0.7444444444444450,11.533333333333300,24.668367333333300,0.05282885117534210,0.0034099547483120600,0.0544536881561039,MgZrN2,mp-1029536,Pnma,mmm,orthorhombic
682,1.5000000000000000,16.833333333333300,12.248739666686700,0.15528712462243200,0.013837466550513800,0.054427368432021,KNbS2,mp-7938,P6_3/mmc,6/mmm,hexagonal
802,3.5666666666666600,485.45,5.152627666666940,10.645657108019900,0.07821507951784440,0.0544137573901329,Tl2TeCl6,mp-27833,Fm-3m,m-3m,cubic
364,1.0506599596803400,12.865191864339600,17.563756666666700,0.08276668958466430,0.006759296531203520,0.054190156671208,YSF,mp-10086,P4/nmm,4/mmm,tetragonal
734,2.466666666666670,25.900000000000000,7.569999999397420,0.3865988999404680,0.036818942851473100,0.053554214720961,Na2O,mp-2352,Fm-3m,m-3m,cubic
64,0.7888888888888890,6.633333333333330,23.672666666730800,0.03166222043165640,0.0037655237029273100,0.0535472260750535,FeP4,mp-570553,C2/c,2/m,monoclinic
729,5.6000000000000000,79.3,3.3450000000000600,2.678759933453200,0.18916841900804500,0.0533845825325636,NaPF6,mp-10474,Fm-3m,m-3m,cubic
2,1.5333333333333300,22.066666666666700,12.228971666666700,0.20389356773935800,0.01416783099095240,0.0533302333851302,Sr4TiN4,mp-1029799,P-1,-1,triclinic
406,1.9000000000000000,26.96666666666670,9.96218533317032,0.3058647151583040,0.021550418744157400,0.0528313589711337,KMnF3,mp-555359,I4/mcm,4/mmm,tetragonal
69,2.1111111111111100,25.366666666666700,9.026249463256040,0.3175504987426350,0.026427768182698400,0.0524785197278875,Na4PtO4,mp-760492,P-1,-1,triclinic
8,1.2777777777777800,18.566666666666700,14.932815666666700,0.14049114940824800,0.009668750557719020,0.0524086490533146,Ca4HfN4,mp-1029730,P-1,-1,triclinic
400,1.2444444444444400,13.283333333333300,15.396926000023000,0.09748320019096310,0.00913267956619646,0.0521903806363836,Ba(BeN)2,mp-12927,I4/mcm,4/mmm,tetragonal
237,1.966666666666670,25.183333333333300,9.760248666666660,0.2915473247792870,0.022768090221016500,0.052096477624360,SrHCl,mp-23860,P4/nmm,4/mmm,tetragonal
288,2.5111111111111100,40.61666666666670,7.732620666666670,0.5935185570946540,0.036694075749799400,0.051500016056942,SrIF,mp-23046,P4/nmm,4/mmm,tetragonal
295,1.211111111111110,14.066666666666700,16.055753009028400,0.09899590880269090,0.008523344438778280,0.051426306379414,Ca(BeN)2,mp-11918,I4/mcm,4/mmm,tetragonal
304,2.677777777777780,28.63333333333330,7.273333333333330,0.4448311039993370,0.04160042532551040,0.051344269028757,RbAlF4,mp-5259,P4/mbm,4/mmm,tetragonal
597,3.455555555555560,21.933333333333300,5.672666666725250,0.43689201131218600,0.06883151748636770,0.051014643469467,CrF3,mp-560338,R-3c,-3m,trigonal
125,1.1414933102707800,10.975247435749500,17.316333333333300,0.07161683303963710,0.007448591596326260,0.0505907004115821,MnO2,mp-19326,Pnma,mmm,orthorhombic
554,1.322222222222220,8.800000000000000,14.968333333190200,0.0664302604940687,0.009981314392416890,0.050526835832244,TeO3,mp-2552,R-3c,-3m,trigonal
603,0.7222222222222220,9.416666666666660,27.672866333333100,0.03845030431650930,0.002948990891531680,0.0500351271146625,Zr2SN2,mp-553875,P-3m1,-3m,trigonal
33,0.8111111111111110,6.1333333333333400,24.646,0.028119452043573500,0.003718695650689980,0.0500233998348116,FeP4,mp-27164,P2_1/c,2/m,monoclinic
309,1.4222222222222200,18.066666666666700,14.079542066842200,0.14499273144528500,0.011413941958792400,0.0499394793283714,Ca2ZnN2,mp-8818,I4/mmm,4/mmm,tetragonal
443,3.8666666666666700,29.700000000000000,5.219139666682240,0.6430048662643210,0.08371331592217880,0.0495523603834835,NiSnF6,mp-560023,R-3,-3,trigonal
621,1.1111111111111100,10.183333333333300,18.169839666669200,0.06332797398431400,0.006909762573302130,0.0495326330067162,CaMg2N2,mp-5795,P-3m1,-3m,trigonal
196,4.311111111111110,76.41666666666670,4.7013333333321100,1.8366388827472100,0.10361554147668700,0.0493389314137816,NaBF4,mp-3521,Cmcm,mmm,orthorhombic
502,1.1666666666666700,10.200000000000000,17.384691666850100,0.06629639426272240,0.00758292091240288,0.0493044612794193,SrMg2N2,mp-10550,P-3m1,-3m,trigonal
535,2.8555555555555600,25.183333333333300,7.1110000000656100,0.4001651508818750,0.04537500276931040,0.0492468784314374,Mg(HO)2,mp-30247,P-3m1,-3m,trigonal
526,0.7666666666666670,9.416666666666670,26.49059900000080,0.04016632964119500,0.0032701790504335800,0.049238140144997,Zr2SeN2,mp-1029337,P-3m1,-3m,trigonal
260,2.5555555555555600,26.483333333333300,7.957000053977910,0.37607980683857000,0.036290478528580300,0.0491773715183605,Li6MnS4,mp-756490,P4_2/nmc,4/mmm,tetragonal
716,1.3666666666666700,18.25,14.887073333333300,0.1385192943221460,0.010373134369329600,0.0491505147243965,Li3YN2,mp-1029592,Ia-3,m-3,cubic
712,1.2000000000000000,9.4,17.064666667539700,0.06224246352703610,0.00794584640770673,0.0488338477140309,Be3P2,mp-567841,Ia-3,m-3,cubic
825,2.7725970449311600,21.346223901648400,7.421666666619080,0.3249947497103120,0.04221259398461430,0.0485972617425318,Li2S,mp-1153,Fm-3m,m-3m,cubic
505,1.9444444444444400,19.76666666666670,10.59316900000000,0.2108454662859130,0.020740841259153900,0.0485488067155084,Li2ZrF6,mp-4002,P-31m,-3m,trigonal
115,0.7555555555555560,5.866666666666670,27.484333333333300,0.02411920202990490,0.0031062608674877600,0.048155776445904,FeS2,mp-1522,Pnnm,mmm,orthorhombic
92,1.2444444444444400,14.0,16.691333333333300,0.09477498725614910,0.008424443311657700,0.0481430340239306,CuP2,mp-927,P2_1/c,2/m,monoclinic
731,4.766666666666680,201.20000000000000,4.363779000006710,5.209810871907400,0.1234265995166930,0.048075351613793,AgPF6,mp-34418,Fm-3m,m-3m,cubic
604,2.255555555555560,34.11666666666670,9.287338999990280,0.4150802058380960,0.027442202177213300,0.047737005583090,BaGeF6,mp-14006,R-3m,-3m,trigonal
247,1.9777777777777800,500.56666666666700,10.596666666666700,5.33764126515285,0.021089435200044600,0.0477148138592093,KAlF4,mp-5347,P4/mmm,4/mmm,tetragonal
89,1.1666666666666700,13.100000000000000,17.96564033333330,0.08239205289856340,0.007337714634732120,0.0477101200535847,Sr4Cu2O7,mp-766217,P2_1/c,2/m,monoclinic
446,3.7888888888888900,30.216666666666700,5.55541499999883,0.6145918203596260,0.07706409661431600,0.0475085333442027,MgPdF6,mp-7921,R-3,-3,trigonal
76,1.2333333333333300,25.933333333333300,17.069200666666700,0.1716729569171660,0.008164395123309960,0.0475013931023842,SrSiN2,mp-4549,P2_1/c,2/m,monoclinic
371,1.1333333333333300,10.3,18.698035666666700,0.062244068235702800,0.006848861877067620,0.0471896062723561,LiLuO2,mp-754605,I4_1/amd,4/mmm,tetragonal
73,0.7333333333333330,7.900000000000000,28.905666666666700,0.030881673739807800,0.0028666532585475600,0.0471753991825027,As2Ir,mp-15649,P2_1/c,2/m,monoclinic
432,3.5111111111111100,35.75000000000000,6.064428333334330,0.6661053277511250,0.06542013475349040,0.0469640518326787,ZnPtF6,mp-8256,R-3,-3,trigonal
639,1.4111111111111100,13.633333333333300,15.108383000000900,0.1019625754910020,0.01055358360827810,0.0469051795498428,Ca3GaN3,mp-1029943,P6_3/m,6/m,hexagonal
278,0.9987039254051450,10.334549034748200,21.419068666696400,0.05451897427545680,0.005268571800751780,0.046747959594577,SrSnO3,mp-12867,I4/mcm,4/mmm,tetragonal
123,2.633333333333330,34.98333333333330,8.124666664607270,0.4865330706963480,0.0366232611577051,0.046739989604410,CaN6,mp-676,Fddd,mmm,orthorhombic
395,2.4111111111111100,113.45,8.884666666666670,1.4428463689744200,0.030664283048572400,0.0466811597259851,KAlF4,mp-2910,P4/mbm,4/mmm,tetragonal
690,1.388888888888890,12.950000000000000,15.483143999998800,0.0945077328066127,0.010135964479473700,0.046502183277508,LiNbS2,mp-7936,P6_3/mmc,6/mmm,hexagonal
170,1.6000000000000000,17.55,13.475501666666700,0.1471597048118030,0.013416269384551900,0.0463804625208139,LiCaN,mp-31468,Pnma,mmm,orthorhombic
70,2.977777777777780,62.41666666666670,7.246806000000000,0.9732191943317510,0.046430395029979400,0.046340538924650,Na2CN2,mp-541989,C2/m,2/m,monoclinic
523,1.1444444444444400,12.583333333333300,18.906126333142000,0.07520554709800510,0.006839886402732470,0.0462171040418399,KScO2,mp-8188,R-3m,-3m,trigonal
50,1.2006160332375600,15.487096158816600,18.051546,0.0969420773283279,0.007515302490679410,0.0461404110195062,Ca2VN3,mp-17892,C2/c,2/m,monoclinic
576,3.311111111111110,55.5,6.627333333624930,0.9462609054021790,0.0564536035655354,0.045570881622398,KAsF6,mp-7569,R-3m,-3m,trigonal
28,0.6222222222222220,12.200000000000000,35.47366666768450,0.03886068746037270,0.0019819658449734700,0.0453052364786107,TiO2,mp-554278,C2/m,2/m,monoclinic
150,3.509458238540280,45.433489443306100,6.312999999977620,0.8131993696706390,0.06281466078073530,0.045136110482676,K2O2,mp-2672,Cmce,mmm,orthorhombic
206,2.188888888888890,87.41666666666670,10.125043999985400,0.975560151034888,0.02442775338466770,0.045121067313765,K2PdO2,mp-540584,Immm,mmm,orthorhombic
704,1.7000000000000000,16.53333333333330,13.12900000060370,0.1422936444449590,0.014630999731235700,0.0448042725333688,Li3N,mp-2341,P6_3/mmc,6/mmm,hexagonal
552,0.6564706024095340,7.461109912252990,34.412508000011100,0.024498745250447000,0.0021555380153865400,0.0442658075996242,LaCrO3,mp-19357,R-3c,-3m,trigonal
382,1.4687461980702700,12.543089222454200,15.389679205621000,0.09209407150662330,0.010783851967505900,0.0442408718955795,Sr(BeN)2,mp-11919,I4/mcm,4/mmm,tetragonal
422,2.155555555555560,33.03333333333330,10.524506666668500,0.3546560571324450,0.023142709412611600,0.044079740786562,NaBiO3,mp-23054,R-3,-3,trigonal
660,1.4000000000000000,28.38333333333330,16.270039350863600,0.19712037811887500,0.00972290766998563,0.0439019045302924,LiAgF2,mp-752927,P6_3/mmc,6/mmm,hexagonal
273,2.522222222222220,35.11666666666670,9.05645099984507,0.4381390606711740,0.031468934273803600,0.0437782715251143,K2ZnF4,mp-9583,I4/mmm,4/mmm,tetragonal
467,1.4222222222222200,16.000000000000000,16.123657333324100,0.11212776153355800,0.00996691213631629,0.0436082822565817,KYO2,mp-8409,R-3m,-3m,trigonal
525,2.388888888888890,99.46666666666670,9.649265000019250,1.1647696870945300,0.027974249634196100,0.043382024554404,BaCN2,mp-1029375,R-3m,-3m,trigonal
119,0.47777777777777800,7.500000000000000,48.47633333301090,0.01748188381528340,0.0011136607467513900,0.0431761874693742,Ta3N5,mp-27488,Cmcm,mmm,orthorhombic
1,1.0444444444444400,11.216666666666700,22.177397333333400,0.05714917504905970,0.0053214685038252700,0.0431721898706106,Li2VO3,mp-774192,P-1,-1,triclinic
650,2.1666666666666700,26.683333333333300,10.693666666637100,0.28194874661444500,0.02289402689561390,0.0431599820647489,Li3N,mp-2251,P6/mmm,6/mmm,hexagonal
357,1.177777777777780,13.966666666666700,19.78623333333250,0.07976022515379150,0.006726001484727050,0.0429114824165768,Ba2SnO4,mp-3359,I4/mmm,4/mmm,tetragonal
715,1.3000000000000000,13.350000000000000,17.983967000000000,0.08387885588709020,0.008167978475896420,0.0427731417228896,Li3InN2,mp-1029562,Ia-3,m-3,cubic
216,0.6777777777777780,6.216666666666670,34.56733333333330,0.02032115709213290,0.0022155327660770400,0.0426822000366119,As2Os,mp-2455,Pnnm,mmm,orthorhombic
850,3.7599397019118800,64.92529172562340,6.2346666666551000,1.1766773666784600,0.06814348968984890,0.0426585295066279,Rb2Te,mp-441,Fm-3m,m-3m,cubic
284,1.9555555555555600,25.550000000000000,12.004774666666700,0.24048811659362400,0.018406570350283900,0.0425966876149307,CaClF,mp-27546,P4/nmm,4/mmm,tetragonal
59,1.2,15.433333333333300,19.579334,0.08906735401178780,0.006925323422082850,0.0425618835315508,Ca3AlN3,mp-29596,P2_1/c,2/m,monoclinic
503,4.2444444444444400,60.43333333333340,5.554603999996460,1.229363107686750,0.08634247235453910,0.042415641914525,NaNO3,mp-4531,R-3c,-3m,trigonal
424,4.288888888888890,1189.9000000000000,5.506999999999760,24.414740766503700,0.08800076510510160,0.042338954378367,RbAsF6,mp-9819,R-3,-3,trigonal
528,2.444444444444450,25.983333333333300,9.672333333457290,0.3035430817936690,0.028556543936116000,0.042294955621084,RhF3,mp-2068,R-3c,-3m,trigonal
173,2.6333333333333300,24.95,8.996597000000120,0.31336393522439500,0.03307381547458540,0.0422100529170122,Ca2SnS4,mp-866818,Cmmm,mmm,orthorhombic
392,2.3000000000000000,20.05,10.336000000000000,0.21918892445470600,0.025143866645677000,0.0420648808722574,MgH2,mp-23710,P4_2/mnm,4/mmm,tetragonal
831,1.9666666666666700,19.3,12.091333333145200,0.18035984124876600,0.018378636673017600,0.0420528127263961,CaS,mp-1672,Fm-3m,m-3m,cubic
71,2.7444444444444500,35.25000000000000,8.730580666666670,0.4562183203535250,0.03551959814887970,0.0417351930584411,Na3OsN2,mp-1029595,P2_1/c,2/m,monoclinic
769,1.4000000000000000,11.800000000000000,17.127518000009500,0.07784743436454670,0.00923613628053944,0.0417039826952929,Mg2FeH6,mp-23804,Fm-3m,m-3m,cubic
450,3.3444444444444500,33.08333333333330,7.17243100000119,0.5211942443473190,0.05268831823628650,0.041687863188797,ZnPdF6,mp-13983,R-3,-3,trigonal
735,1.5000000000000000,13.4,16.017000000114600,0.0945323277626573,0.010581976988357200,0.0416224428208714,MgS,mp-1315,Fm-3m,m-3m,cubic
571,1.3666666666666700,17.28333333333330,17.60179500001670,0.1109499923566760,0.008773287727336010,0.0415700397074545,LiCrS2,mp-4226,P-3m1,-3m,trigonal
277,2.088888888888890,19.483333333333300,11.53579133333330,0.19084140200904300,0.020460897392472200,0.0414989653004577,Na6MoN4,mp-1029542,P4_2/nmc,4/mmm,tetragonal
861,1.6000000000000000,55.15,15.104091666666700,0.41257948876407700,0.011969667851723000,0.0413795158155267,RbCdF3,mp-6951,Pm-3m,m-3m,cubic
678,1.1555555555555600,14.616666666666700,20.918403333341200,0.07895443676923620,0.006241931907260030,0.0413695348346832,RbScO2,mp-7650,P6_3/mmc,6/mmm,hexagonal
297,3.2222222222222300,1132.7666666666700,7.504175000000000,17.05666959014910,0.04851871211236260,0.0413562886774637,LiCuS,mp-753371,I4/mmm,4/mmm,tetragonal
569,4.822222222222220,176.20000000000000,5.018000000116330,3.9676374091894100,0.10858586426965600,0.041325881204582,NaN3,mp-22003,R-3m,-3m,trigonal
401,3.395676317821410,55.74032092914330,7.1626666666666700,0.879329115961345,0.05356835060990140,0.0411148749412453,CaCl2,mp-22904,P4_2/mnm,4/mmm,tetragonal
611,3.233333333333340,400.8000000000000,7.525143333334970,6.018242256277360,0.048550357523195600,0.041099330180917,Rb2GeF6,mp-7949,P-3m1,-3m,trigonal
174,2.9999245541080900,33.175079639507000,8.185888000000000,0.45793401637498800,0.04140962176466620,0.0407215095565729,Li2S,mp-557142,Cmcm,mmm,orthorhombic
519,3.011111111111110,33.28333333333330,8.161333333503730,0.46081056508212100,0.04168908801110160,0.040692287333721,Mg2H2O3,mp-30244,P-3m1,-3m,trigonal
410,3.6555555555555600,58.18333333333330,6.744805000000000,0.9747335834422650,0.06124078085601170,0.0405580637250505,KCuO,mp-7911,I4/mmm,4/mmm,tetragonal
367,1.3111111111111100,15.816666666666700,18.81816333333330,0.09497175372417600,0.007872614639587480,0.0405306219792322,LaSF,mp-5394,P4/nmm,4/mmm,tetragonal
677,1.5444444444444400,33.083333333333300,16.003665000004200,0.23358585393895300,0.010904595700256800,0.0404583584065476,Ca6GaN5,mp-17875,P6_3/mcm,6/mmm,hexagonal
98,0.6722341679077240,7.629306323392410,36.87385433334190,0.023378855470996700,0.0020599599476027000,0.0403423210776926,SrHfO3,mp-13109,Imma,mmm,orthorhombic
43,1.1866712665572600,11.157551667954600,20.901999999808800,0.06031673052699890,0.0064150391715988200,0.04031639855892,SbO2,mp-1819,C2/c,2/m,monoclinic
495,1.1444444444444400,13.683333333333300,21.71606500084940,0.07119795228270890,0.0059548429436614,0.0402368664734065,RbScO2,mp-8145,R-3m,-3m,trigonal
45,1.677777777777780,20.05,14.886699666666700,0.15218529115870400,0.012734817935696400,0.040037516938748,Sr2TaN3,mp-17518,C2/c,2/m,monoclinic
210,3.955555555555560,74.71666666666670,6.315666666666670,1.336764850151430,0.07076931915442190,0.040028868226745,H5NF2,mp-31043,Pmna,mmm,orthorhombic
232,1.4222222222222200,25.883333333333300,17.570700947769200,0.16645155146848700,0.009146082244243980,0.0400169009813619,CoO2,mvc-14149,C2/m,2/m,monoclinic
290,1.3666666666666700,28.63333333333330,18.306633666666700,0.17673401649550600,0.008435500205256960,0.0399695176293108,Ca3BN3,mp-30315,P4/mmm,4/mmm,tetragonal
197,1.2666666666666700,13.850000000000000,19.812952000000000,0.0789873084743974,0.007223869367092900,0.0398463431502042,Ca3VN3,mp-9029,Cmcm,mmm,orthorhombic
574,1.8555555555555600,20.71666666666670,13.525611333360800,0.1730691672505120,0.015501502242336000,0.0398445691219424,NaCrS2,mp-5693,R-3m,-3m,trigonal
661,1.9111111111111100,20.100000000000000,13.244666666667500,0.17147932053237700,0.016304280338070100,0.0395069069779123,KNbSe2,mp-7940,P6_3/mmc,6/mmm,hexagonal
52,1.6777777777777800,18.583333333333300,15.152783000000000,0.1385759748610450,0.012511194142910400,0.039334456915685,Y4Se3N2,mp-1029349,C2/m,2/m,monoclinic
67,2.4111111111111100,30.23333333333330,10.606495,0.3220852748126330,0.025686330258853900,0.0391030725775859,Na3BN2,mp-28630,P2_1/c,2/m,monoclinic
765,0.6000000000000000,5.2,42.837842,0.01371615828521260,0.0015826336482937600,0.0389064105205549,LaAlO3,mp-5304,Pm-3m,m-3m,cubic
772,4.133333333333330,72.90000000000000,6.21933333319819,1.3244648090533100,0.07509539840997270,0.0389005494494949,K2Te,mp-1747,Fm-3m,m-3m,cubic
114,2.344444444444440,21.316666666666700,11.038000000000000,0.21821551913284300,0.023999726107391200,0.038642895847091,MgH2,mp-23711,Pbcn,mmm,orthorhombic
788,3.3000000000000000,26.25,7.843666666693510,0.3781524408106460,0.04753916398762400,0.038633755857711,Li2Se,mp-2286,Fm-3m,m-3m,cubic
82,1.0941821909704700,16.20717058148700,23.822356000000000,0.07687395443895410,0.005189931917706840,0.0383641559472889,CaMoN3,mp-989635,C2/m,2/m,monoclinic
60,3.755555555555560,60.81666666666670,6.963277000000000,0.9868830058529220,0.060942076546686300,0.038239494041256,K3BN2,mp-1029756,P2_1/c,2/m,monoclinic
428,2.511111111111110,38.36666666666670,10.452137999999900,0.414768401690137,0.02714673002663510,0.038100347363915,BaSnF6,mp-8290,R-3,-3,trigonal
221,4.266666666666670,51.1,6.174516333338870,0.9351358046068580,0.07808048466384720,0.037958438741915,KCuO2,mp-3982,Cmcm,mmm,orthorhombic
38,1.9333333333333300,19.016666666666700,13.648333333333300,0.15743870273820500,0.016006038139905200,0.0378977686635985,MgP4,mp-384,P2_1/c,2/m,monoclinic
411,2.033333333333330,19.066666666666700,12.983069333333300,0.16594116204258100,0.017696522525520000,0.037880355258201,Na6WN4,mp-1029656,P4_2/nmc,4/mmm,tetragonal
389,2.088888888888890,30.11666666666670,12.673660666666700,0.2685106751851540,0.018623872693159600,0.037773096254220,SrLi4N2,mp-15845,I4_1/amd,4/mmm,tetragonal
132,4.355555555555560,70.7,6.093546000220820,1.3110101350974100,0.08076630095209540,0.037677870442986,RbCuO2,mp-7467,Cmcm,mmm,orthorhombic
136,1.4000000000000000,13.150000000000000,19.020834000000000,0.07811832573769840,0.008316779926446980,0.0375528073209468,Ca7SiN6,mp-1029474,Pbcn,mmm,orthorhombic
537,2.2888888888888900,21.18333333333330,11.635876333298000,0.20570835562832900,0.02222707645393950,0.0375470820906933,KCrS2,mp-4026,R-3m,-3m,trigonal
663,1.8555555555555600,19.050000000000000,14.409966000001700,0.14937872670075100,0.014550158856241100,0.0373992662917149,NaNbSe2,mp-7939,P6_3/mmc,6/mmm,hexagonal
878,1.5,13.400000000000000,18.10157033333330,0.08364601887589330,0.00936336032192836,0.0368292172662516,Mg2H6Ru,mp-697030,Fm-3m,m-3m,cubic
88,3.7333333333333300,66.76666666666670,7.279787999992900,1.0363290964702100,0.05794750814012150,0.036794635071434,K2CN2,mp-10408,C2/m,2/m,monoclinic
281,1.0666666666666700,8.9,25.496258333337500,0.039443031379988500,0.004727254697227090,0.0367701012338024,LiScO2,mp-5840,I4_1/amd,4/mmm,tetragonal
271,1.6444444444444400,20.53333333333330,16.545000000072800,0.14023273853874300,0.011230760445743400,0.0367547965007817,SrO2,mp-2697,C2/m,2/m,monoclinic
350,0.8222222222222220,10.450000000000000,33.223522000048200,0.03554081233320970,0.002796406286717190,0.036607082663134,Sr2SnO4,mp-3376,I4/mmm,4/mmm,tetragonal
187,0.6111111111111110,5.583333333333330,44.95299999910800,0.01403432746252900,0.0015360955431623700,0.0364016558716016,FeSi2,mp-1714,Cmce,mmm,orthorhombic
738,0.5272851756893830,8.507511389286290,52.42771417692920,0.018335735918394700,0.001136426540351180,0.0361737485441358,NaTaO3,mp-4170,Pm-3m,m-3m,cubic
179,2.4,22.283333333333300,11.584000000000000,0.21735935532873500,0.023410431688360300,0.035969152854512,CaH2,mp-23713,Pnma,mmm,orthorhombic
29,1.8222222222222200,34.28333333333330,15.263333333333300,0.2537992777146470,0.013489898410371800,0.0359541704174414,AgP2,mp-8200,P2_1/c,2/m,monoclinic
857,3.9596730800692800,39.80766755553970,7.035999998953100,0.6392895867493850,0.06359020566800040,0.0358934197899563,Na2S,mp-648,Fm-3m,m-3m,cubic
875,3.3000000000000000,67.25,8.476333333559720,0.8964807962909540,0.04399087922319920,0.0357501635560435,SrCl2,mp-23209,Fm-3m,m-3m,cubic
348,0.9555555555555560,15.800000000000000,29.383249333333300,0.060759472657707800,0.0036746235221961100,0.035615925796191,SrHfN2,mp-1029396,P4/nmm,4/mmm,tetragonal
4,1.6333333333333300,28.883333333333300,17.197338000000000,0.18977666683020700,0.01073174457551090,0.035601143500185,Sr4ZrN4,mp-1029580,P-1,-1,triclinic
837,2.366666666666670,24.05,11.869666666699500,0.2289461196006300,0.022529694375113900,0.035597900356632,SrS,mp-1087,Fm-3m,m-3m,cubic
375,4.644444444444450,63.833333333333300,6.076666666666670,1.1869675303947400,0.0863624765369887,0.035432419876800,K2AlF5,mp-9486,P4/mmm,4/mmm,tetragonal
435,3.4666666666666700,45.083333333333300,8.17506699999897,0.6231339704701360,0.04791566205463520,0.0352855259120903,PdPtF6,mp-8547,R-3,-3,trigonal
303,0.9444444444444440,15.150000000000000,30.03811233333330,0.05698974648550080,0.0035527161358764700,0.0352493364983121,SrTiN2,mp-9517,P4/nmm,4/mmm,tetragonal
394,2.988888888888890,38.116666666666700,9.520024666666670,0.45241143124497000,0.03547549191222770,0.035144078132254,BaClF,mp-23432,P4/nmm,4/mmm,tetragonal
368,0.9444444444444440,7.983333333333330,30.233530719544000,0.02983679185393260,0.003529752689748460,0.0350214977944109,LiFeO2,mp-18782,I4_1/amd,4/mmm,tetragonal
20,0.7666666666666670,6.433333333333330,37.3450001082286,0.019465264909464700,0.0023196947819569400,0.0349269734183119,FeAsS,mp-561511,P-1,-1,triclinic
441,5.01111111111111,46.30000000000000,5.725117333332940,0.9138045761296990,0.09890229513666760,0.0348563233556965,MnPtF6,mp-557668,R-3,-3,trigonal
859,1.2000000000000000,16.300000000000000,24.012982666668400,0.0767005055211685,0.0056466629831535100,0.0347034495839642,RbAlO2,mp-14070,Fd-3m,m-3m,cubic
250,1.6888888888888900,21.433333333333300,17.10533333510710,0.14158423732189600,0.011156456232725900,0.0346152426005434,BaO2,mp-1105,I4/mmm,4/mmm,tetragonal
44,6.98515119805307,28.688146599248300,4.142999986085540,0.7824278292729480,0.19050992611628700,0.0345548694901936,SiO2,mp-557837,C2/c,2/m,monoclinic
641,1.833333333333330,18.666666666666700,15.927044666663900,0.13243058684668900,0.013006575493871300,0.034247065721879,Sr3GaN3,mp-7191,P6_3/m,6/m,hexagonal
369,2.9000000000000000,26.016666666666700,10.103870333333300,0.2909515116022050,0.03243149456680570,0.0341282671719657,SrBrF,mp-23024,P4/nmm,4/mmm,tetragonal
863,2.7666666666666700,31.100000000000000,10.595698000000000,0.3316557619691800,0.029504210335950600,0.0341125033133758,Ca3PCl3,mp-29342,Pm-3m,m-3m,cubic
473,2.0888888888888900,20.166666666666700,14.0750049985739,0.16189830110855000,0.016769631189205200,0.034012307939061,Ca2NCl,mp-22936,R-3m,-3m,trigonal
869,3.033333333333330,32.300000000000000,9.718909666666670,0.3755274654565290,0.03526625320592790,0.033920505589327,Na3ClO,mp-28602,Pm-3m,m-3m,cubic
746,2.5333333333333300,39.25000000000000,11.661519666666700,0.38031306170710100,0.024546745384067700,0.0338495199072193,Ba2H6Os,mp-697044,Fm-3m,m-3m,cubic
219,1.722222222222220,23.25,17.159949333333300,0.15309594411008000,0.011340440304450300,0.033837230519231,Ca4CN4,mp-5251,Pnma,mmm,orthorhombic
880,4.133333333333330,64.0,7.298333332694230,0.9908616239386660,0.06399314654603880,0.033149415468210,NaBr,mp-22916,Fm-3m,m-3m,cubic
299,1.7444444444444400,22.850000000000000,17.315876000000000,0.1491071490668330,0.01138333207074780,0.033105365714291,Sr2ZnN2,mp-9306,I4/mmm,4/mmm,tetragonal
727,3.2000000000000000,22.0,9.449395,0.26307247249318000,0.038265086908098900,0.0330709003063159,KMgH3,mp-23737,Pm-3m,m-3m,cubic
630,2.277777777777780,35.200000000000000,13.374706666671000,0.2973823074456630,0.01924348896034120,0.032824973375897,BaTiF6,mp-8291,R-3m,-3m,trigonal
615,2.633333333333330,45.00000000000000,11.592690333333600,0.438616543399869,0.02566719031747380,0.032757438051383,BaPbF6,mp-19799,R-3m,-3m,trigonal
